4628186030896
0
10,0,-0.123109,0.355864,0.137619,,1,-0.0429991,0.353509,0.177135,,2,-0.0557683,0.34808,0.0982607,,3,-0.104795,0.354374,0.203647,,4,-0.176233,0.311203,0.174955,,5,-0.0748988,0.352583,0.101837,,6,-0.0359206,0.339732,0.0935626,,7,-0.0686391,0.356838,0.179564,,8,-0.140668,0.342546,0.191069,
20,0,-0.122884,0.355783,0.137599,,1,-0.140478,0.342481,0.191027,,2,-0.0381377,0.356027,0.17934,,3,-0.0555645,0.347994,0.0982781,,4,-0.0683069,0.356788,0.179575,,5,-0.103935,0.351466,0.201144,,6,-0.175994,0.311168,0.174858,,7,-0.074767,0.352551,0.101852,,8,-0.0356763,0.339647,0.0935916,
30,0,-0.122639,0.355669,0.137567,,1,-0.140269,0.342391,0.190995,,2,-0.0379609,0.355942,0.179391,,3,-0.0552712,0.34795,0.0983495,,4,-0.0648963,0.358147,0.181571,,5,-0.103778,0.351436,0.201185,,6,-0.175787,0.311095,0.174762,,7,-0.074564,0.352511,0.101946,,8,-0.0353558,0.339565,0.0936517,
40,0,-0.122388,0.355614,0.137571,,1,-0.139989,0.342339,0.190955,,2,-0.0376724,0.35587,0.179435,,3,-0.0547443,0.347747,0.0983794,,4,-0.0648257,0.358046,0.181622,,5,-0.10356,0.351318,0.201148,,6,-0.175579,0.311003,0.174711,,7,-0.0743691,0.352422,0.102013,,8,-0.0350941,0.339448,0.0936848,
50,0,-0.121986,0.355477,0.137529,,1,-0.139741,0.342298,0.19097,,2,-0.0373784,0.355814,0.17958,,3,-0.0545869,0.347646,0.0983995,,4,-0.0646607,0.357913,0.181684,,5,-0.103282,0.351244,0.201239,,6,-0.175365,0.310941,0.174657,,7,-0.0742096,0.352387,0.10206,,8,-0.0348146,0.339348,0.0937386,
60,0,-0.121667,0.355383,0.137636,,1,-0.139426,0.342231,0.190926,,2,-0.0363087,0.354613,0.17978,,3,-0.0541494,0.347532,0.0983637,,4,-0.0644541,0.357818,0.181717,,5,-0.102991,0.351134,0.201193,,6,-0.175158,0.310925,0.174646,,7,-0.0740573,0.352365,0.102078,,8,-0.0345305,0.339274,0.0937541,
100,0,-0.120635,0.355153,0.137782,,1,-0.138727,0.341959,0.190985,,2,-0.0383073,0.353099,0.178252,,3,-0.0531892,0.347337,0.0987752,,4,-0.0633482,0.357667,0.182291,,5,-0.102294,0.350897,0.201435,,6,-0.174388,0.310606,0.174556,,7,-0.0728228,0.351693,0.102376,,8,-0.0334454,0.338875,0.0940476,
212,0,-0.11912,0.354392,0.137336,,1,-0.137361,0.341318,0.19044,,2,-0.0347065,0.35478,0.180678,,3,-0.0515384,0.346183,0.098449,,4,-0.062322,0.356812,0.182369,,5,-0.100953,0.350161,0.201255,,6,-0.171646,0.308449,0.17392,,7,-0.0708926,0.350793,0.10186,,8,-0.0318614,0.337587,0.093815,
259,0,-0.11911,0.353991,0.13663,,1,-0.137289,0.340908,0.189893,,2,-0.0347871,0.354398,0.180154,,3,-0.0519542,0.34548,0.0974307,,4,-0.0622497,0.356229,0.181573,,5,-0.10081,0.34971,0.200449,,6,-0.173033,0.309657,0.173397,,7,-0.0715067,0.350384,0.100965,,8,-0.0320504,0.336921,0.0928436,
392,0,-0.118863,0.352855,0.135164,,1,-0.1369,0.34,0.188365,,2,-0.0338283,0.352585,0.178506,,3,-0.0514167,0.344355,0.095877,,4,-0.0646436,0.354142,0.177782,,5,-0.101022,0.349402,0.19892,,6,-0.172604,0.308718,0.172285,,7,-0.0722142,0.349863,0.101751,,8,-0.0319107,0.335792,0.0911911,
460,0,-0.117496,0.351488,0.134992,,1,-0.135674,0.338788,0.188404,,2,-0.0328552,0.350824,0.178468,,3,-0.0504725,0.342549,0.0957416,,4,-0.0605956,0.353951,0.179936,,5,-0.0998102,0.348247,0.198691,,6,-0.171506,0.307507,0.172055,,7,-0.0696998,0.34733,0.0992685,,8,-0.0305256,0.334127,0.0912006,
