4627726775788
0
10,0,-0.0592916,0.352092,0.12059,,1,-0.123509,0.348933,0.207719,,2,-0.0388334,0.343727,0.114407,,3,-0.161737,0.322507,0.187671,,4,-0.019707,0.33358,0.110058,,5,-0.087849,0.349321,0.217286,,6,-0.0209408,0.346466,0.206666,,7,-0.102122,0.360907,0.155442,,8,-0.0475563,0.35031,0.202614,
20,0,-0.0590594,0.353422,0.12012,,1,-0.12352,0.348938,0.207687,,2,-0.0475735,0.350322,0.202606,,3,-0.161759,0.322477,0.187642,,4,-0.0197228,0.333589,0.110041,,5,-0.0862668,0.34986,0.218598,,6,-0.020948,0.346496,0.206657,,7,-0.10214,0.360906,0.15542,
30,0,-0.0576167,0.351224,0.117892,,1,-0.12355,0.348935,0.207672,,2,-0.0475981,0.350337,0.202597,,3,-0.0570947,0.381552,0.244305,,4,-0.161779,0.322473,0.187619,,5,-0.0197213,0.333605,0.110036,,6,-0.0854488,0.349885,0.217985,,7,-0.0222749,0.345827,0.205282,,8,-0.0388688,0.343729,0.114387,,9,-0.102157,0.360911,0.155398,
40,0,-0.059316,0.352118,0.120535,,1,-0.123558,0.348938,0.20766,,2,-0.0475896,0.350392,0.202592,,3,-0.0571088,0.381573,0.244311,,4,-0.161802,0.322464,0.187601,,5,-0.0197465,0.333621,0.110003,,6,-0.0854614,0.349893,0.217962,,7,-0.0223335,0.345826,0.205262,,8,-0.102182,0.360904,0.15538,
50,0,-0.0593479,0.352114,0.120517,,1,-0.123619,0.348936,0.207591,,2,-0.0476154,0.350399,0.202581,,3,-0.0571137,0.381593,0.244308,,4,-0.161829,0.322472,0.18759,,5,-0.0198283,0.333601,0.109975,,6,-0.0854765,0.349911,0.21795,,7,-0.0223657,0.34585,0.205262,,8,-0.102206,0.360913,0.155365,,9,-0.0389329,0.343719,0.114348,
60,0,-0.0593725,0.35214,0.120483,,1,-0.123644,0.348923,0.207595,,2,-0.0476321,0.35043,0.202573,,3,-0.0389809,0.343737,0.114309,,4,-0.161845,0.322485,0.187573,,5,-0.0198532,0.333626,0.109948,,6,-0.085513,0.349915,0.217939,,7,-0.0207819,0.344521,0.204842,,8,-0.102233,0.3609,0.155355,
70,0,-0.0594235,0.352146,0.120455,,1,-0.123666,0.348931,0.207584,,2,-0.0476452,0.350374,0.202543,,3,-0.102304,0.360922,0.155345,,4,-0.161878,0.32247,0.187577,,5,-0.0199859,0.33366,0.109918,,6,-0.0863874,0.349881,0.218528,,7,-0.0208367,0.344552,0.204826,
80,0,-0.0593901,0.35226,0.120444,,1,-0.123676,0.348925,0.207584,,2,-0.0476792,0.350396,0.202525,,3,-0.102331,0.360917,0.155349,,4,-0.161899,0.322457,0.187567,,5,-0.0200145,0.333744,0.109838,,6,-0.0864166,0.349885,0.218515,,7,-0.0208287,0.344524,0.204798,,8,-0.0390338,0.343794,0.114248,
90,0,-0.0595057,0.352142,0.120417,,1,-0.123689,0.34891,0.207575,,2,-0.0476901,0.35038,0.202513,,3,-0.102361,0.360918,0.155346,,4,-0.161935,0.322429,0.187583,,5,-0.0200401,0.333745,0.109805,,6,-0.0864291,0.349865,0.218515,,7,-0.0208686,0.344552,0.204778,,8,-0.0390555,0.34381,0.114243,
100,0,-0.0595152,0.352146,0.120404,,1,-0.123725,0.348884,0.207593,,2,-0.0476995,0.350385,0.202504,,3,-0.102409,0.360922,0.155344,,4,-0.161946,0.322411,0.187583,,5,-0.0200779,0.333726,0.109805,,6,-0.0864539,0.349861,0.218498,,7,-0.0208875,0.344562,0.204761,,8,-0.0391071,0.343764,0.114221,
110,0,-0.0595291,0.352123,0.120413,,1,-0.123753,0.348868,0.207603,,2,-0.0477156,0.350377,0.202492,,3,-0.102416,0.360895,0.155342,,4,-0.161956,0.322398,0.187597,,5,-0.020113,0.333697,0.109812,,6,-0.0864726,0.349854,0.218513,,7,-0.0209042,0.344568,0.204748,,8,-0.039112,0.343773,0.114236,
