4628072219804
0
10,0,-0.029528,0.347461,0.0913585,,1,-0.0500148,0.355119,0.09734,,2,-0.0104269,0.337302,0.0869451,,3,-0.15584,0.323126,0.161644,,4,-0.0963438,0.362849,0.129905,,5,-0.0145211,0.350958,0.183091,,6,-0.117885,0.350417,0.181195,,7,-0.0416566,0.354879,0.178947,,8,-0.081642,0.354199,0.194378,
20,0,-0.0295772,0.347417,0.0913545,,1,-0.0500915,0.355049,0.0973415,,2,-0.0105386,0.338393,0.0870162,,3,-0.155269,0.322145,0.160847,,4,-0.0817412,0.354177,0.194355,,5,-0.043572,0.354291,0.177244,,6,-0.0964072,0.362796,0.129908,,7,-0.0201117,0.347657,0.179282,,8,-0.114247,0.34649,0.180448,
30,0,-0.0296258,0.347375,0.09132,,1,-0.0502608,0.354899,0.0972816,,2,-0.0105944,0.338346,0.0869838,,3,-0.155916,0.322997,0.16165,,4,-0.0817526,0.354115,0.194311,,5,-0.0435911,0.354264,0.17721,,6,-0.0964645,0.36274,0.129845,,7,-0.0146228,0.350868,0.183045,,8,-0.117952,0.350302,0.18119,
40,0,-0.0297195,0.347263,0.0912448,,1,-0.0503288,0.35486,0.0972474,,2,-0.0106876,0.33704,0.0868554,,3,-0.155952,0.322938,0.161642,,4,-0.0817783,0.354078,0.194284,,5,-0.0417588,0.354761,0.1789,,6,-0.0965765,0.362651,0.129812,,7,-0.0146771,0.350799,0.183009,,8,-0.117977,0.350241,0.181166,
50,0,-0.0297602,0.347226,0.0912198,,1,-0.0503576,0.35483,0.0972143,,2,-0.0107346,0.336988,0.0868082,,3,-0.156,0.322889,0.161645,,4,-0.0818226,0.35405,0.194284,,5,-0.0418327,0.35465,0.178864,,6,-0.0966054,0.362578,0.129797,,7,-0.01472,0.35073,0.182975,,8,-0.118007,0.350198,0.181167,
60,0,-0.0298463,0.347128,0.0911158,,1,-0.0504078,0.354795,0.0971888,,2,-0.0107762,0.33819,0.0868363,,3,-0.156043,0.322841,0.161639,,4,-0.0818406,0.353977,0.194239,,5,-0.0418702,0.354601,0.178856,,6,-0.0966921,0.362538,0.129777,,7,-0.0147441,0.350654,0.182934,,8,-0.118042,0.350122,0.181172,
71,0,-0.0298961,0.347068,0.0910607,,1,-0.050519,0.354708,0.0971195,,2,-0.0107967,0.338203,0.0867592,,3,-0.156123,0.322767,0.161622,,4,-0.0818995,0.353962,0.194229,,5,-0.0418992,0.354573,0.178827,,6,-0.0967311,0.362434,0.129737,,7,-0.0148143,0.350625,0.182896,,8,-0.118098,0.350059,0.18116,
81,0,-0.0299441,0.347047,0.0910103,,1,-0.0506152,0.354666,0.0970573,,2,-0.010862,0.338176,0.0866932,,3,-0.156177,0.322709,0.161623,,4,-0.0819511,0.353882,0.194144,,5,-0.0419206,0.354512,0.17873,,6,-0.0968424,0.362369,0.129684,,7,-0.0148617,0.350629,0.182804,,8,-0.11814,0.349984,0.181136,
91,0,-0.0301357,0.346931,0.0908535,,1,-0.0506759,0.354642,0.0969961,,2,-0.0109225,0.338141,0.0866428,,3,-0.156235,0.322656,0.161604,,4,-0.0819904,0.353893,0.194098,,5,-0.0419651,0.354472,0.178647,,6,-0.0968975,0.362353,0.129665,,7,-0.0149225,0.350598,0.18273,,8,-0.118168,0.349917,0.181092,
101,0,-0.030206,0.346897,0.0908105,,1,-0.0507245,0.354614,0.0969838,,2,-0.0109771,0.338107,0.0866076,,3,-0.156291,0.322652,0.161595,,4,-0.0820708,0.353802,0.194094,,5,-0.0422027,0.354366,0.17849,,6,-0.0969583,0.362322,0.12961,,7,-0.0150887,0.3505,0.182621,,8,-0.118224,0.349945,0.1811,
