4627928542613
61,-0.00094781,-0.0180359,0.00189562,-0.00356128,-0.00156035,-0.000547377
62,0.00079331,-0.0202645,0.0034162,-0.00405694,8.17116e-005,-0.0015217
63,0.00086243,-0.0201129,0.00188872,-0.0031345,-0.00341775,-0.00151999
64,-0.000912953,-0.0212459,-0.00276372,-0.00422127,-0.00153994,-0.000638518
65,-0.000983078,-0.0192389,-0.00272105,-0.00294722,-5.14932e-005,-0.00254919
66,-7.49415e-005,-0.0196278,0.00499061,-0.00304759,-0.00221928,-0.00197713
67,-0.00182442,-0.0186368,-0.00119894,-0.00455331,-0.000861184,-0.0015678
68,-0.00192288,-0.0207676,0.00192256,-0.0015315,0.000156684,-0.00107219
69,-0.001835,-0.0207088,0.00188389,-0.00412467,-0.00133554,-0.00107574
70,-0.00196864,-0.0197442,0.00349551,-0.000459365,0.000654644,-0.00200906
71,-0.000983647,-0.0180305,0.00192247,-0.00181895,-0.00156372,-0.000540919
72,-0.00187988,-0.0196677,0.00192616,-0.00217074,-0.00134248,-0.00202317
73,-0.000974035,-0.0202745,-0.00273647,-0.00315883,-4.79211e-005,-0.00159531
74,-0.000126979,-0.0196921,0.00500244,-0.00219675,-0.000723687,-0.00198004
75,-9.0262e-005,-0.0196798,0.0034449,-0.00305728,-0.00122522,-0.00199706
76,-0.000959595,-0.0202402,0.000339918,-0.00403093,-0.000537083,-0.00156483
77,-0.000961363,-0.0191641,0.000344913,-0.00380095,-0.000551684,-0.00106606
78,-0.00096225,-0.0180702,-0.00118077,-0.00268917,-0.00107119,-0.000577857
79,-8.41858e-005,-0.0197716,-0.00120405,-0.00393719,0.000261375,-0.00205391
80,-0.000126979,-0.0196921,0.00500244,-0.00219675,-0.000723687,-0.00198004
81,-0.000120022,-0.0197662,-0.0011772,-0.00219487,0.000258006,-0.00204746
82,-4.45074e-005,-0.0195917,-0.00118442,-0.00213584,-0.00274758,-0.00058254
83,-0.00100151,-0.020143,0.00501572,-0.00140869,-0.00202705,-0.00150151
84,-0.00188616,-0.0207553,0.000365028,-0.00239203,-0.000344847,-0.0010892
85,0.00169131,-0.0185919,0.000351147,-0.00194156,-0.00114932,-6.05675e-005
86,0.000804996,-0.0212471,-0.00119127,-0.00162315,-0.00142942,-0.00059949
87,0.000839065,-0.0201764,-0.00121312,-0.0031355,-0.00144065,-0.000107183
88,-0.000992464,-0.0211786,0.0050003,-0.00162029,-0.00202347,-0.000547626
89,0.000761782,-0.0192747,-0.00120091,-0.00296455,0.00155034,-0.00107334
90,-0.00101948,-0.0191365,0.00500569,-0.00207019,-0.000542683,-0.00101211
91,-0.00102124,-0.0180604,0.00501068,-0.00184021,-0.000557284,-0.000513345
92,-0.00185121,-0.019667,-0.00118751,-0.00302258,-0.00086098,-0.000607456
93,-0.000133256,-0.0207797,0.00344131,-0.00241804,0.000273948,-0.00104608
94,0.00076563,-0.0202008,0.00190194,-0.00141444,-0.000437586,-7.31505e-005
95,-4.98968e-005,-0.0217731,-0.00121986,-0.00346891,-0.00123044,-0.000136782
96,-0.000972175,-0.0170523,0.000365327,-0.00335937,-0.000569857,-0.00152118
97,-0.00185032,-0.0207608,0.000338176,-0.00413436,-0.000341479,-0.00109566
98,-5.98214e-005,-0.0207552,0.000326241,-0.00413911,-0.000729116,-0.00108011
99,-0.00186026,-0.0186314,-0.00117209,-0.00281098,-0.000864552,-0.00156134
100,-0.00187381,-0.0197595,-0.0027228,-0.00305065,0.000144111,-0.00208003
101,-6.41362e-005,-0.0206281,0.00191383,-0.0014956,-0.00322551,-0.00104437
102,-6.70972e-005,-0.0207958,0.000336665,-0.00415749,-0.000718087,-0.00253276
103,-0.000117055,-0.02071,0.00345634,-0.00152655,-0.00122501,-0.00103671
104,0.000831789,-0.0202169,-0.0012027,-0.00315388,-0.00142962,-0.00155983
105,0.0008266,-0.021219,0.00497194,-0.00338574,-0.00239671,-0.00199118
106,-0.000964784,-0.0212423,0.00651456,-0.0042628,-0.00150418,-0.00199617
107,0.00169573,-0.0207265,-0.00118952,-0.00151972,-0.00162502,-0.00106866
108,-0.00100536,-0.0192168,0.00191287,-0.0029588,-3.91239e-005,-0.0025017
109,-0.000129953,-0.0176367,-0.00268747,-0.000871484,-0.000265067,-0.00251314
110,0.000795952,-0.0202115,-0.00117585,-0.00141155,-0.00143299,-0.00155337
111,-0.00181714,-0.0185963,-0.00120937,-0.00453493,-0.000872212,-0.000115149
112,0.000807743,-0.0191187,0.00343622,-0.00293547,-0.00143185,-0.00101357
113,0.00083267,-0.0201992,-0.00273338,-0.00227208,-0.00193452,-0.00157039
114,-8.38735e-005,-0.0185455,0.00190879,-0.00192712,-0.00175575,-5.62001e-005
115,-0.00185937,-0.0197252,0.000353595,-0.00392276,-0.000345051,-0.00204955
116,-0.00283797,-0.0203046,0.000390529,-0.00143302,0.00134278,-0.00157683
117,-0.000989155,-0.0191472,0.0019279,-0.00206731,-0.00153809,-0.00249233
118,0.00082914,-0.0191585,0.000332977,-0.0038057,-0.000939321,-0.00105051
119,-0.00100083,-0.0213047,-0.00272504,-0.0016281,-4.77173e-005,-0.000634965
120,-9.55154e-006,-0.0196148,0.000319412,-0.00475996,-0.00223931,-0.000578438
121,0.000766517,-0.0212947,0.00342763,-0.00252622,8.19153e-005,-0.000561356
